platform,country,city,zone,zone_tier,lat,lng,scraped_at,store_name,store_address,delivery_fee,service_fee_pct,eta_minutes,product_label,product_name,price,real_price,discount_pct,is_product_available,corridor
didi,MX,CDMX,Santa Fe,premium,19.35932,-99.26075,2026-04-07T22:33:35,McDonald's (Zentrika),"Ubicado en Lateral Autopista México-Marquesa 1235, en Santa Fe, Cuajimalpa de Morelos, el restaurante McDonald's Zentrika ofrece una experiencia única para disfrutar de tus platillos favoritos. Con un",,,,mctrio_big_mac,McTrío Big Mac mediano+McFlurry Oreo,218.0,218.0,0.0,True,
didi,MX,CDMX,Santa Fe,premium,19.35932,-99.26075,2026-04-07T22:33:35,McDonald's (Zentrika),"Ubicado en Lateral Autopista México-Marquesa 1235, en Santa Fe, Cuajimalpa de Morelos, el restaurante McDonald's Zentrika ofrece una experiencia única para disfrutar de tus platillos favoritos. Con un",,,,coca_cola,Coca-Cola Zero mediana,65.0,65.0,0.0,True,
didi,MX,CDMX,Santa Fe,premium,19.35932,-99.26075,2026-04-07T22:33:35,McDonald's (Zentrika),"Ubicado en Lateral Autopista México-Marquesa 1235, en Santa Fe, Cuajimalpa de Morelos, el restaurante McDonald's Zentrika ofrece una experiencia única para disfrutar de tus platillos favoritos. Con un",,,,coca_cola,Coca-Cola mediana,65.0,65.0,0.0,True,
didi,MX,CDMX,Santa Fe,premium,19.35932,-99.26075,2026-04-07T22:33:35,McDonald's (Zentrika),"Ubicado en Lateral Autopista México-Marquesa 1235, en Santa Fe, Cuajimalpa de Morelos, el restaurante McDonald's Zentrika ofrece una experiencia única para disfrutar de tus platillos favoritos. Con un",,,,coca_cola,Coca-Cola Zero mediana,65.0,65.0,0.0,True,
didi,MX,CDMX,Roma Norte,mid-high,19.4196,-99.1607,2026-04-07T22:33:35,McDonald's (Zona Rosa),"Ubicado en el corazón de la Zona Rosa, McDonald's en Calle Génova No. 56, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, ofrece un ambiente vibrante y acogedor ideal para disfrutar de una comida rá",,,,big_mac,Big Mac Tocino,145.0,145.0,0.0,True,
didi,MX,CDMX,Roma Norte,mid-high,19.4196,-99.1607,2026-04-07T22:33:35,McDonald's (Zona Rosa),"Ubicado en el corazón de la Zona Rosa, McDonald's en Calle Génova No. 56, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, ofrece un ambiente vibrante y acogedor ideal para disfrutar de una comida rá",,,,mctrio_big_mac,McTrío mediano Big Mac Tocino,169.0,169.0,0.0,True,
didi,MX,CDMX,Roma Norte,mid-high,19.4196,-99.1607,2026-04-07T22:33:35,McDonald's (Zona Rosa),"Ubicado en el corazón de la Zona Rosa, McDonald's en Calle Génova No. 56, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, ofrece un ambiente vibrante y acogedor ideal para disfrutar de una comida rá",,,,mctrio_big_mac,McTrío Big Mac + McTrío Cuarto de Libra,308.0,308.0,0.0,True,
didi,MX,CDMX,Roma Norte,mid-high,19.4196,-99.1607,2026-04-07T22:33:35,McDonald's (Zona Rosa),"Ubicado en el corazón de la Zona Rosa, McDonald's en Calle Génova No. 56, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, ofrece un ambiente vibrante y acogedor ideal para disfrutar de una comida rá",,,,mctrio_big_mac,McTrío Big Mac mediano+McFlurry Oreo,208.0,208.0,0.0,True,
didi,MX,CDMX,Roma Norte,mid-high,19.4196,-99.1607,2026-04-07T22:33:35,McDonald's (Zona Rosa),"Ubicado en el corazón de la Zona Rosa, McDonald's en Calle Génova No. 56, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, ofrece un ambiente vibrante y acogedor ideal para disfrutar de una comida rá",,,,big_mac,Big Mac,125.0,125.0,0.0,True,
didi,MX,CDMX,Roma Norte,mid-high,19.4196,-99.1607,2026-04-07T22:33:35,McDonald's (Zona Rosa),"Ubicado en el corazón de la Zona Rosa, McDonald's en Calle Génova No. 56, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, ofrece un ambiente vibrante y acogedor ideal para disfrutar de una comida rá",,,,coca_cola,Coca-Cola Zero mediana,55.0,55.0,0.0,True,
didi,MX,CDMX,Roma Norte,mid-high,19.4196,-99.1607,2026-04-07T22:33:35,McDonald's (Zona Rosa),"Ubicado en el corazón de la Zona Rosa, McDonald's en Calle Génova No. 56, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, ofrece un ambiente vibrante y acogedor ideal para disfrutar de una comida rá",,,,coca_cola,Coca-Cola mediana,55.0,55.0,0.0,True,
didi,MX,CDMX,Roma Norte,mid-high,19.4196,-99.1607,2026-04-07T22:33:35,McDonald's (Zona Rosa),"Ubicado en el corazón de la Zona Rosa, McDonald's en Calle Génova No. 56, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, ofrece un ambiente vibrante y acogedor ideal para disfrutar de una comida rá",,,,coca_cola,Coca-Cola mediana,55.0,55.0,0.0,True,
didi,MX,CDMX,Roma Norte,mid-high,19.4196,-99.1607,2026-04-07T22:33:35,McDonald's (Zona Rosa),"Ubicado en el corazón de la Zona Rosa, McDonald's en Calle Génova No. 56, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, ofrece un ambiente vibrante y acogedor ideal para disfrutar de una comida rá",,,,coca_cola,Coca-Cola Zero mediana,55.0,55.0,0.0,True,
didi,MX,CDMX,Del Valle,mid-high,19.385,-99.165,2026-04-07T22:33:35,McDonald's (Parque Hundido),"Ubicado en la Av. de los Insurgentes Sur 1122, en el corazón de Tlacoquemecatl del Valle, el restaurante McDonald's del Parque Hundido ofrece un ambiente acogedor y familiar. Con su icónica decoración",,,,big_mac,Big Mac Tocino,159.0,159.0,0.0,True,
didi,MX,CDMX,Del Valle,mid-high,19.385,-99.165,2026-04-07T22:33:35,McDonald's (Parque Hundido),"Ubicado en la Av. de los Insurgentes Sur 1122, en el corazón de Tlacoquemecatl del Valle, el restaurante McDonald's del Parque Hundido ofrece un ambiente acogedor y familiar. Con su icónica decoración",,,,mctrio_big_mac,McTrío mediano Big Mac Tocino,185.0,185.0,0.0,True,
didi,MX,CDMX,Del Valle,mid-high,19.385,-99.165,2026-04-07T22:33:35,McDonald's (Parque Hundido),"Ubicado en la Av. de los Insurgentes Sur 1122, en el corazón de Tlacoquemecatl del Valle, el restaurante McDonald's del Parque Hundido ofrece un ambiente acogedor y familiar. Con su icónica decoración",,,,mctrio_big_mac,McTrío Big Mac mediano+McFlurry Oreo,218.0,218.0,0.0,True,
didi,MX,CDMX,Del Valle,mid-high,19.385,-99.165,2026-04-07T22:33:35,McDonald's (Parque Hundido),"Ubicado en la Av. de los Insurgentes Sur 1122, en el corazón de Tlacoquemecatl del Valle, el restaurante McDonald's del Parque Hundido ofrece un ambiente acogedor y familiar. Con su icónica decoración",,,,big_mac,Big Mac,139.0,139.0,0.0,True,
didi,MX,CDMX,Del Valle,mid-high,19.385,-99.165,2026-04-07T22:33:35,McDonald's (Parque Hundido),"Ubicado en la Av. de los Insurgentes Sur 1122, en el corazón de Tlacoquemecatl del Valle, el restaurante McDonald's del Parque Hundido ofrece un ambiente acogedor y familiar. Con su icónica decoración",,,,coca_cola,Coca-Cola Zero mediana,59.0,59.0,0.0,True,
didi,MX,CDMX,Del Valle,mid-high,19.385,-99.165,2026-04-07T22:33:35,McDonald's (Parque Hundido),"Ubicado en la Av. de los Insurgentes Sur 1122, en el corazón de Tlacoquemecatl del Valle, el restaurante McDonald's del Parque Hundido ofrece un ambiente acogedor y familiar. Con su icónica decoración",,,,coca_cola,Coca-Cola mediana,59.0,59.0,0.0,True,
didi,MX,CDMX,Del Valle,mid-high,19.385,-99.165,2026-04-07T22:33:35,McDonald's (Parque Hundido),"Ubicado en la Av. de los Insurgentes Sur 1122, en el corazón de Tlacoquemecatl del Valle, el restaurante McDonald's del Parque Hundido ofrece un ambiente acogedor y familiar. Con su icónica decoración",,,,coca_cola,Coca-Cola mediana,59.0,59.0,0.0,True,
didi,MX,CDMX,Del Valle,mid-high,19.385,-99.165,2026-04-07T22:33:35,McDonald's (Parque Hundido),"Ubicado en la Av. de los Insurgentes Sur 1122, en el corazón de Tlacoquemecatl del Valle, el restaurante McDonald's del Parque Hundido ofrece un ambiente acogedor y familiar. Con su icónica decoración",,,,coca_cola,Coca-Cola Zero mediana,59.0,59.0,0.0,True,
didi,MX,CDMX,Coyoacán,mid,19.3498,-99.162,2026-04-07T22:33:35,McDonald's (División del Norte),"Ubicado en la vibrante Colonia Parque San Andrés, McDonald's en División del Norte es el lugar ideal para disfrutar de una experiencia gastronómica rápida y deliciosa. Con su emblemático menú que incl",,,,mctrio_big_mac,McTrío mediano Big Mac Tocino,189.0,189.0,0.0,True,
didi,MX,CDMX,Coyoacán,mid,19.3498,-99.162,2026-04-07T22:33:35,McDonald's (División del Norte),"Ubicado en la vibrante Colonia Parque San Andrés, McDonald's en División del Norte es el lugar ideal para disfrutar de una experiencia gastronómica rápida y deliciosa. Con su emblemático menú que incl",,,,big_mac,Big Mac Tocino,165.0,165.0,0.0,True,
didi,MX,CDMX,Coyoacán,mid,19.3498,-99.162,2026-04-07T22:33:35,McDonald's (División del Norte),"Ubicado en la vibrante Colonia Parque San Andrés, McDonald's en División del Norte es el lugar ideal para disfrutar de una experiencia gastronómica rápida y deliciosa. Con su emblemático menú que incl",,,,big_mac,Big Mac,145.0,145.0,0.0,True,
didi,MX,CDMX,Coyoacán,mid,19.3498,-99.162,2026-04-07T22:33:35,McDonald's (División del Norte),"Ubicado en la vibrante Colonia Parque San Andrés, McDonald's en División del Norte es el lugar ideal para disfrutar de una experiencia gastronómica rápida y deliciosa. Con su emblemático menú que incl",,,,coca_cola,Coca-Cola mediana,65.0,65.0,0.0,True,
didi,MX,CDMX,Coyoacán,mid,19.3498,-99.162,2026-04-07T22:33:35,McDonald's (División del Norte),"Ubicado en la vibrante Colonia Parque San Andrés, McDonald's en División del Norte es el lugar ideal para disfrutar de una experiencia gastronómica rápida y deliciosa. Con su emblemático menú que incl",,,,coca_cola,Coca-Cola Zero mediana,65.0,65.0,0.0,True,
didi,MX,CDMX,Coyoacán,mid,19.3498,-99.162,2026-04-07T22:33:35,McDonald's (División del Norte),"Ubicado en la vibrante Colonia Parque San Andrés, McDonald's en División del Norte es el lugar ideal para disfrutar de una experiencia gastronómica rápida y deliciosa. Con su emblemático menú que incl",,,,coca_cola,Coca-Cola mediana,65.0,65.0,0.0,True,
didi,MX,CDMX,Coyoacán,mid,19.3498,-99.162,2026-04-07T22:33:35,McDonald's (División del Norte),"Ubicado en la vibrante Colonia Parque San Andrés, McDonald's en División del Norte es el lugar ideal para disfrutar de una experiencia gastronómica rápida y deliciosa. Con su emblemático menú que incl",,,,coca_cola,Coca-Cola Zero mediana,65.0,65.0,0.0,True,
didi,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:33:35,McDonald's (Centro Palma),"Ubicado en el corazón del Centro Histórico de la Ciudad de México, McDonald's en Calle de Tacuba 80 ofrece una experiencia única para disfrutar de la famosa comida rápida en un ambiente vibrante. Este",,,,mctrio_big_mac,McTrío mediano Big Mac Tocino,169.0,169.0,0.0,True,
didi,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:33:35,McDonald's (Centro Palma),"Ubicado en el corazón del Centro Histórico de la Ciudad de México, McDonald's en Calle de Tacuba 80 ofrece una experiencia única para disfrutar de la famosa comida rápida en un ambiente vibrante. Este",,,,big_mac,Big Mac Tocino,145.0,145.0,0.0,True,
didi,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:33:35,McDonald's (Centro Palma),"Ubicado en el corazón del Centro Histórico de la Ciudad de México, McDonald's en Calle de Tacuba 80 ofrece una experiencia única para disfrutar de la famosa comida rápida en un ambiente vibrante. Este",,,,mctrio_big_mac,McTrío Big Mac mediano+McFlurry Oreo,208.0,208.0,0.0,True,
didi,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:33:35,McDonald's (Centro Palma),"Ubicado en el corazón del Centro Histórico de la Ciudad de México, McDonald's en Calle de Tacuba 80 ofrece una experiencia única para disfrutar de la famosa comida rápida en un ambiente vibrante. Este",,,,big_mac,Big Mac,125.0,125.0,0.0,True,
didi,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:33:35,McDonald's (Centro Palma),"Ubicado en el corazón del Centro Histórico de la Ciudad de México, McDonald's en Calle de Tacuba 80 ofrece una experiencia única para disfrutar de la famosa comida rápida en un ambiente vibrante. Este",,,,coca_cola,Coca-Cola Zero mediana,55.0,55.0,0.0,True,
didi,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:33:35,McDonald's (Centro Palma),"Ubicado en el corazón del Centro Histórico de la Ciudad de México, McDonald's en Calle de Tacuba 80 ofrece una experiencia única para disfrutar de la famosa comida rápida en un ambiente vibrante. Este",,,,coca_cola,Coca-Cola mediana,55.0,55.0,0.0,True,
didi,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:33:35,McDonald's (Centro Palma),"Ubicado en el corazón del Centro Histórico de la Ciudad de México, McDonald's en Calle de Tacuba 80 ofrece una experiencia única para disfrutar de la famosa comida rápida en un ambiente vibrante. Este",,,,coca_cola,Coca-Cola mediana,55.0,55.0,0.0,True,
didi,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:33:35,McDonald's (Ermita San Miguel),"Ubicado en Ermita Iztapalapa 2120, en la 2da Ampliación San Miguel, McDonald's ofrece un ambiente familiar y acogedor en Iztapalapa. Este icónico restaurante de comida rápida es conocido por su variad",,,,mctrio_big_mac,McTrío mediano Big Mac Tocino,169.0,169.0,0.0,True,
didi,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:33:35,McDonald's (Ermita San Miguel),"Ubicado en Ermita Iztapalapa 2120, en la 2da Ampliación San Miguel, McDonald's ofrece un ambiente familiar y acogedor en Iztapalapa. Este icónico restaurante de comida rápida es conocido por su variad",,,,big_mac,Big Mac Tocino,145.0,145.0,0.0,True,
didi,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:33:35,McDonald's (Ermita San Miguel),"Ubicado en Ermita Iztapalapa 2120, en la 2da Ampliación San Miguel, McDonald's ofrece un ambiente familiar y acogedor en Iztapalapa. Este icónico restaurante de comida rápida es conocido por su variad",,,,mctrio_big_mac,McTrío Big Mac + McTrío Cuarto de Libra,308.0,308.0,0.0,True,
didi,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:33:35,McDonald's (Ermita San Miguel),"Ubicado en Ermita Iztapalapa 2120, en la 2da Ampliación San Miguel, McDonald's ofrece un ambiente familiar y acogedor en Iztapalapa. Este icónico restaurante de comida rápida es conocido por su variad",,,,big_mac,Big Mac,125.0,125.0,0.0,True,
didi,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:33:35,McDonald's (Ermita San Miguel),"Ubicado en Ermita Iztapalapa 2120, en la 2da Ampliación San Miguel, McDonald's ofrece un ambiente familiar y acogedor en Iztapalapa. Este icónico restaurante de comida rápida es conocido por su variad",,,,coca_cola,Coca-Cola Zero mediana,55.0,55.0,0.0,True,
didi,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:33:35,McDonald's (Ermita San Miguel),"Ubicado en Ermita Iztapalapa 2120, en la 2da Ampliación San Miguel, McDonald's ofrece un ambiente familiar y acogedor en Iztapalapa. Este icónico restaurante de comida rápida es conocido por su variad",,,,coca_cola,Coca-Cola mediana,55.0,55.0,0.0,True,
didi,MX,CDMX,Ecatepec,low,19.6011,-99.0506,2026-04-07T22:33:35,McDonald's (Plaza San Juan),"Ubicado en la Avenida Central Carlos Hank González, el restaurante McDonald's de Plaza San Juan en Nezahualcóyotl es un lugar ideal para disfrutar de una comida rápida y deliciosa. Con un ambiente fam",,,,mctrio_big_mac,McTrío mediano Big Mac Tocino,169.0,169.0,0.0,True,
didi,MX,CDMX,Ecatepec,low,19.6011,-99.0506,2026-04-07T22:33:35,McDonald's (Plaza San Juan),"Ubicado en la Avenida Central Carlos Hank González, el restaurante McDonald's de Plaza San Juan en Nezahualcóyotl es un lugar ideal para disfrutar de una comida rápida y deliciosa. Con un ambiente fam",,,,big_mac,Big Mac Tocino,145.0,145.0,0.0,True,
didi,MX,CDMX,Ecatepec,low,19.6011,-99.0506,2026-04-07T22:33:35,McDonald's (Plaza San Juan),"Ubicado en la Avenida Central Carlos Hank González, el restaurante McDonald's de Plaza San Juan en Nezahualcóyotl es un lugar ideal para disfrutar de una comida rápida y deliciosa. Con un ambiente fam",,,,mctrio_big_mac,McTrío Big Mac + McTrío Cuarto de Libra,308.0,308.0,0.0,True,
didi,MX,CDMX,Ecatepec,low,19.6011,-99.0506,2026-04-07T22:33:35,McDonald's (Plaza San Juan),"Ubicado en la Avenida Central Carlos Hank González, el restaurante McDonald's de Plaza San Juan en Nezahualcóyotl es un lugar ideal para disfrutar de una comida rápida y deliciosa. Con un ambiente fam",,,,mctrio_big_mac,McTrío Big Mac mediano+McFlurry Oreo,208.0,208.0,0.0,True,
didi,MX,CDMX,Ecatepec,low,19.6011,-99.0506,2026-04-07T22:33:35,McDonald's (Plaza San Juan),"Ubicado en la Avenida Central Carlos Hank González, el restaurante McDonald's de Plaza San Juan en Nezahualcóyotl es un lugar ideal para disfrutar de una comida rápida y deliciosa. Con un ambiente fam",,,,big_mac,Big Mac,125.0,125.0,0.0,True,
didi,MX,CDMX,Ecatepec,low,19.6011,-99.0506,2026-04-07T22:33:35,McDonald's (Plaza San Juan),"Ubicado en la Avenida Central Carlos Hank González, el restaurante McDonald's de Plaza San Juan en Nezahualcóyotl es un lugar ideal para disfrutar de una comida rápida y deliciosa. Con un ambiente fam",,,,coca_cola,Coca-Cola mediana,55.0,55.0,0.0,True,
didi,MX,CDMX,Ecatepec,low,19.6011,-99.0506,2026-04-07T22:33:35,McDonald's (Plaza San Juan),"Ubicado en la Avenida Central Carlos Hank González, el restaurante McDonald's de Plaza San Juan en Nezahualcóyotl es un lugar ideal para disfrutar de una comida rápida y deliciosa. Con un ambiente fam",,,,coca_cola,Coca-Cola mediana,55.0,55.0,0.0,True,
